User,Request,Throughput,AverageRTT,
200,59800,1993,0.000559
400,119468,3982,0.000572
600,179400,5980,0.000553
800,238799,7959,0.000607
1000,297691,9923,0.000950
1200,354706,11823,0.001637
1400,415044,13834,0.001345
1600,469224,15640,0.002458
1800,470012,15667,0.015054
2000,471150,15705,0.027521
2200,475879,15862,0.038843
