User,Request,Throughput,AverageRTT,
200,24270,1618.000000,0.013676
400,42643,2842.000000,0.013823
600,67546,4503.000000,0.012502
800,92206,6147.000000,0.011163
1000,114059,6249.000000,0.020721
1200,136060,6932.000000,0.039043
1400,120201,9380.000000,0.047533
1600,132084,9785.000000,0.042018
1800,159010,10600.000000,0.042656
2000,162627,10841.000000,0.057266

